time,AccuracyMeters,AgeOfDifferentialSec,AltitudeMeters,BearingAccuracyDegrees,BearingDegrees,LatitudeDegrees,LongitudeDegrees,MockLocation,NumberOfUsedSignals,Provider,ProviderTag,SolutionType,SpeedAccuracyMps,SpeedMps,UnixTimeMillis,VerticalAccuracyMeters,VerticalSpeedAccuracyMps,elapsedRealtimeNanos
2023-09-17T11:54:53Z,3.744,0,74.2,0.0,0.0,68.497425,16.7029685,0,0,FLP,FLP,0,0.0,0.0024924523,1694951693010,13.4,0.0,2806469853582
2023-09-17T11:54:53Z,1.5,0,74.2,179.9,320.67,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951693000,13.8,0.0,2802723000000
2023-09-17T11:54:54Z,3.743,0,74.2,0.0,0.0,68.4974251,16.7029685,0,0,FLP,FLP,0,0.0,0.0014314527,1694951694100,13.9,0.0,2807559323922
2023-09-17T11:54:54Z,1.5,0,74.2,179.9,320.67,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951694000,13.1,0.0,2803723000000
2023-09-17T11:54:55Z,3.728,0,74.2,0.0,0.0,68.4974249,16.7029683,0,0,FLP,FLP,0,0.0,0.00021415319,1694951695190,14.0,0.0,2808648794107
2023-09-17T11:54:55Z,1.4,0,74.2,179.9,320.67,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951695000,13.5,0.0,2804723000000
2023-09-17T11:54:56Z,3.72,0,74.2,0.0,0.0,68.497425,16.7029676,0,0,FLP,FLP,0,0.0,0.00089689496,1694951696279,13.7,0.0,2809738264302
2023-09-17T11:54:56Z,1.4,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951696000,13.4,0.0,2805723000000
2023-09-17T11:54:57Z,3.726,0,74.2,0.0,0.0,68.4974243,16.7029664,0,0,FLP,FLP,0,0.0,0.0024704498,1694951697914,13.8,0.0,2811372470206
2023-09-17T11:54:57Z,1.4,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951697000,13.4,0.0,2806723000000
2023-09-17T11:54:58Z,1.4,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951698000,13.9,0.0,2807723000000
2023-09-17T11:54:59Z,3.694,0,74.2,0.0,0.0,68.4974242,16.702967,0,0,FLP,FLP,0,0.0,0.0017781594,1694951699003,13.3,0.0,2812461941013
2023-09-17T11:54:59Z,1.4,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951699000,14.0,0.0,2808723000000
2023-09-17T11:55:00Z,3.654,0,74.2,0.0,0.0,68.497424,16.7029677,0,0,FLP,FLP,0,0.0,0.0016911757,1694951700093,13.6,0.0,2813551412081
2023-09-17T11:55:00Z,1.3,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951700000,13.7,0.0,2809723000000
2023-09-17T11:55:01Z,3.624,0,74.2,0.0,0.0,68.4974242,16.702969,0,0,FLP,FLP,0,0.0,0.002193603,1694951701182,13.1,0.0,2814640883357
2023-09-17T11:55:01Z,1.3,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951701000,13.6,0.0,2810723000000
2023-09-17T11:55:02Z,3.616,0,74.2,0.0,0.0,68.4974243,16.7029705,0,0,FLP,FLP,0,0.0,0.0028747686,1694951702271,13.5,0.0,2815730355989
2023-09-17T11:55:02Z,1.3,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951702000,13.8,0.0,2811723000000
2023-09-17T11:55:03Z,3.598,0,74.2,0.0,0.0,68.4974238,16.7029737,0,0,FLP,FLP,0,0.0,0.0042784805,1694951703906,13.0,0.0,2817364567389
2023-09-17T11:55:03Z,1.3,0,74.2,138.5,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951703000,13.3,0.0,2812723000000
2023-09-17T11:55:04Z,3.585,0,74.2,0.0,0.0,68.4974237,16.7029744,0,0,FLP,FLP,0,0.0,0.0028716573,1694951704995,13.1,0.0,2818454042526
2023-09-17T11:55:04Z,1.3,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951704000,13.6,0.0,2813723000000
2023-09-17T11:55:05Z,1.3,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951705000,13.1,0.0,2814723000000
2023-09-17T11:55:06Z,3.637,0,74.2,0.0,0.0,68.4974228,16.7029779,0,0,FLP,FLP,0,0.5,0.0014402148,1694951706264,13.0,0.0,2819723000000
2023-09-17T11:55:06Z,1.4,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951706000,13.5,0.0,2815723000000
2023-09-17T11:55:07Z,3.693,0,74.2,0.0,0.0,68.4974223,16.7029796,0,0,FLP,FLP,0,0.4,0.0004112631,1694951707264,12.5,0.0,2820723000000
2023-09-17T11:55:07Z,1.4,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951707000,13.8,0.0,2816723000000
2023-09-17T11:55:08Z,3.279,0,74.2,0.0,0.0,68.497422,16.7029806,0,0,FLP,FLP,0,0.5,0.00018908156,1694951708264,12.8,0.0,2821723000000
2023-09-17T11:55:08Z,1.3,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951708000,13.0,0.0,2817723000000
2023-09-17T11:55:09Z,3.311,0,74.2,0.0,0.0,68.4974219,16.7029811,0,0,FLP,FLP,0,0.5,0.00010976906,1694951709264,12.8,0.0,2822723000000
2023-09-17T11:55:09Z,1.3,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951709000,13.1,0.0,2818723000000
2023-09-17T11:55:10Z,3.375,0,74.2,0.0,0.0,68.4974218,16.7029814,0,0,FLP,FLP,0,0.4,4.289009e-05,1694951710264,12.9,0.0,2823723000000
2023-09-17T11:55:10Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951710000,13.0,0.0,2819723000000
2023-09-17T11:55:11Z,3.45,0,74.2,0.0,0.0,68.4974217,16.7029815,0,0,FLP,FLP,0,0.4,1.7277871e-05,1694951711264,13.5,0.0,2824723000000
2023-09-17T11:55:11Z,1.2,0,74.2,176.4,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.4,0.0,1694951711000,12.5,0.0,2820723000000
2023-09-17T11:55:12Z,3.0,0,74.2,0.0,0.0,68.4974217,16.7029816,0,0,FLP,FLP,0,0.4,8.306764e-06,1694951712264,13.2,0.0,2825723000000
2023-09-17T11:55:12Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951712000,12.8,0.0,2821723000000
2023-09-17T11:55:13Z,3.0,0,74.2,0.0,0.0,68.4974217,16.7029816,0,0,FLP,FLP,0,0.4,4.3536115e-06,1694951713264,13.5,0.0,2826723000000
2023-09-17T11:55:13Z,1.2,0,74.2,137.1,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.5,0.0,1694951713000,12.8,0.0,2822723000000
2023-09-17T11:55:14Z,3.45,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.4,2.3462799e-06,1694951714264,12.2,0.0,2827723000000
2023-09-17T11:55:14Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.4,0.0,1694951714000,12.9,0.0,2823723000000
2023-09-17T11:55:15Z,3.45,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.4,1.274522e-06,1694951715264,12.3,0.0,2828723000000
2023-09-17T11:55:15Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.4,0.0,1694951715000,13.5,0.0,2824723000000
2023-09-17T11:55:16Z,3.45,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.4,6.93831e-07,1694951716264,12.7,0.0,2829723000000
2023-09-17T11:55:16Z,1.2,0,74.2,150.8,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.4,0.0,1694951716000,13.2,0.0,2825723000000
2023-09-17T11:55:17Z,3.45,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.4,3.7793205e-07,1694951717265,12.0,0.0,2830723000000
2023-09-17T11:55:17Z,1.2,0,74.2,71.1,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.4,0.0,1694951717000,13.5,0.0,2826723000000
2023-09-17T11:55:18Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.4,2.0589322e-07,1694951718264,12.2,0.0,2831723000000
2023-09-17T11:55:18Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.4,0.0,1694951718000,12.2,0.0,2827723000000
2023-09-17T11:55:19Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.4,1.121731e-07,1694951719265,12.6,0.0,2832723000000
2023-09-17T11:55:19Z,1.2,0,74.2,137.0,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.4,0.0,1694951719000,12.3,0.0,2828723000000
2023-09-17T11:55:20Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.4,6.1113944e-08,1694951720264,12.2,0.0,2833723000000
2023-09-17T11:55:20Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.4,0.0,1694951720000,12.7,0.0,2829723000000
2023-09-17T11:55:21Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,2.0009782e-08,1694951721264,12.1,0.0,2834723000000
2023-09-17T11:55:21Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.4,0.0,1694951721000,12.0,0.0,2830723000000
2023-09-17T11:55:22Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,6.9371064e-09,1694951722264,12.3,0.0,2835723000000
2023-09-17T11:55:22Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.4,0.0,1694951722000,12.2,0.0,2831723000000
2023-09-17T11:55:23Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,3.3326386e-09,1694951723265,12.7,0.0,2836723000000
2023-09-17T11:55:23Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.4,0.0,1694951723000,12.6,0.0,2832723000000
2023-09-17T11:55:24Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,1.7796135e-09,1694951724264,12.0,0.0,2837723000000
2023-09-17T11:55:24Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.4,0.0,1694951724000,12.2,0.0,2833723000000
2023-09-17T11:55:25Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,9.706117e-10,1694951725264,12.5,0.0,2838723000000
2023-09-17T11:55:25Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951725000,12.1,0.0,2834723000000
2023-09-17T11:55:26Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,5.313577e-10,1694951726264,12.9,0.0,2839723000000
2023-09-17T11:55:26Z,1.2,0,74.2,178.4,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951726000,12.3,0.0,2835723000000
2023-09-17T11:55:27Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,2.9107664e-10,1694951727265,13.6,0.0,2840723000000
2023-09-17T11:55:27Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951727000,12.7,0.0,2836723000000
2023-09-17T11:55:28Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,1.5946877e-10,1694951728264,12.7,0.0,2841723000000
2023-09-17T11:55:28Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951728000,12.0,0.0,2837723000000
2023-09-17T11:55:29Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,8.736796e-11,1694951729264,13.0,0.0,2842723000000
2023-09-17T11:55:29Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951729000,12.5,0.0,2838723000000
2023-09-17T11:55:30Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,4.7866336e-11,1694951730264,12.9,0.0,2843723000000
2023-09-17T11:55:30Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951730000,12.9,0.0,2839723000000
2023-09-17T11:55:31Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,2.6224575e-11,1694951731265,12.4,0.0,2844723000000
2023-09-17T11:55:31Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951731000,13.6,0.0,2840723000000
2023-09-17T11:55:32Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,1.4367683e-11,1694951732264,12.7,0.0,2845723000000
2023-09-17T11:55:32Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951732000,12.7,0.0,2841723000000
2023-09-17T11:55:33Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,7.871637e-12,1694951733264,13.2,0.0,2846723000000
2023-09-17T11:55:33Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951733000,13.0,0.0,2842723000000
2023-09-17T11:55:34Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,4.312642e-12,1694951734264,12.3,0.0,2847723000000
2023-09-17T11:55:34Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951734000,12.9,0.0,2843723000000
2023-09-17T11:55:35Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,2.3627712e-12,1694951735264,12.2,0.0,2848723000000
2023-09-17T11:55:35Z,1.2,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951735000,12.4,0.0,2844723000000
2023-09-17T11:55:36Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,1.294494e-12,1694951736264,12.5,0.0,2849723000000
2023-09-17T11:55:36Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951736000,12.7,0.0,2845723000000
2023-09-17T11:55:37Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,7.0921583e-13,1694951737264,12.8,0.0,2850723000000
2023-09-17T11:55:37Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951737000,13.2,0.0,2846723000000
2023-09-17T11:55:38Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,3.8855852e-13,1694951738264,12.8,0.0,2851723000000
2023-09-17T11:55:38Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951738000,12.3,0.0,2847723000000
2023-09-17T11:55:39Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,2.1288022e-13,1694951739264,12.4,0.0,2852723000000
2023-09-17T11:55:39Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951739000,12.2,0.0,2848723000000
2023-09-17T11:55:40Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,1.1663085e-13,1694951740265,12.7,0.0,2853723000000
2023-09-17T11:55:40Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951740000,12.5,0.0,2849723000000
2023-09-17T11:55:41Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,6.3898675e-14,1694951741264,13.1,0.0,2854723000000
2023-09-17T11:55:41Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951741000,12.8,0.0,2850723000000
2023-09-17T11:55:42Z,3.433,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,3.5008258e-14,1694951742264,13.0,0.0,2855723000000
2023-09-17T11:55:42Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951742000,12.8,0.0,2851723000000
2023-09-17T11:55:43Z,3.433,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.3,1.9180089e-14,1694951743264,13.2,0.0,2856723000000
2023-09-17T11:55:43Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951743000,12.4,0.0,2852723000000
2023-09-17T11:55:44Z,3.433,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,4.9242417e-15,1694951744264,13.3,0.0,2857723000000
2023-09-17T11:55:44Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951744000,12.7,0.0,2853723000000
2023-09-17T11:55:45Z,3.433,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,1.3295511e-15,1694951745264,13.7,0.0,2858723000000
2023-09-17T11:55:45Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951745000,13.1,0.0,2854723000000
2023-09-17T11:55:46Z,3.433,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,6.5120406e-16,1694951746264,14.3,0.0,2859723000000
2023-09-17T11:55:46Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951746000,13.0,0.0,2855723000000
2023-09-17T11:55:47Z,2.966,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,3.5418233e-16,1694951747265,14.5,0.0,2860723000000
2023-09-17T11:55:47Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.3,0.0,1694951747000,13.2,0.0,2856723000000
2023-09-17T11:55:48Z,3.433,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,1.9459693e-16,1694951748264,14.8,0.0,2861723000000
2023-09-17T11:55:48Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.2,0.0,1694951748000,13.3,0.0,2857723000000
2023-09-17T11:55:49Z,3.433,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,1.0706462e-16,1694951749264,15.0,0.0,2862723000000
2023-09-17T11:55:49Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.2,0.0,1694951749000,13.7,0.0,2858723000000
2023-09-17T11:55:50Z,3.433,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,5.8915205e-17,1694951750264,15.1,0.0,2863723000000
2023-09-17T11:55:50Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.2,0.0,1694951750000,14.3,0.0,2859723000000
2023-09-17T11:55:51Z,3.433,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,3.238898e-17,1694951751265,15.2,0.0,2864723000000
2023-09-17T11:55:51Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.2,0.0,1694951751000,14.5,0.0,2860723000000
2023-09-17T11:55:52Z,3.433,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,1.782909e-17,1694951752264,15.3,0.0,2865723000000
2023-09-17T11:55:52Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.2,0.0,1694951752000,14.8,0.0,2861723000000
2023-09-17T11:55:53Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,9.818541e-18,1694951753264,15.2,0.0,2866723000000
2023-09-17T11:55:53Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.2,0.0,1694951753000,15.0,0.0,2862723000000
2023-09-17T11:55:54Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,5.4244672e-18,1694951754264,15.3,0.0,2867723000000
2023-09-17T11:55:54Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.2,0.0,1694951754000,15.1,0.0,2863723000000
2023-09-17T11:55:55Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,3.0122107e-18,1694951755264,15.4,0.0,2868723000000
2023-09-17T11:55:55Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.2,0.0,1694951755000,15.2,0.0,2864723000000
2023-09-17T11:55:56Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,1.6382815e-18,1694951756264,15.1,0.0,2869723000000
2023-09-17T11:55:56Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.2,0.0,1694951756000,15.3,0.0,2865723000000
2023-09-17T11:55:57Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,8.6466854e-19,1694951757264,15.3,0.0,2870723000000
2023-09-17T11:55:57Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.2,0.0,1694951757000,15.2,0.0,2866723000000
2023-09-17T11:55:58Z,3.9,0,74.2,0.0,0.0,68.4974217,16.7029817,0,0,FLP,FLP,0,0.2,5.1340087e-19,1694951758264,15.4,0.0,2871723000000
2023-09-17T11:55:58Z,1.1,0,74.2,179.9,175.68,68.4974216667,16.7029816667,0,0,GPS,GPS,0,0.2,0.0,1694951758000,15.3,0.0,2867723000000
